招标单位,招标单位行业分类,项目名称,项目编号,截止日期,采购内容,源网址,与公司业务匹配度,匹配产品,业务匹配说明,匹配一致性问题
第九届全国职工职业技能大赛上海选拔赛,其他,第九届全国职工职业技能大赛上海选拔赛人工智能训练师技能大赛技术服务项目-,前往官网确认,前往官网确认,采购标的：人工智能训练师技能大赛技术服务；主要用途：用于举办第九届全国职工职业技能大赛上海选拔赛的人工智能训练师技能大赛,https://ctbpsp.com/#/bulletinDetail?uuid=b8411e9c8f3c4fb1934af0fd8ecb040d&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中国安能,其他,中国安能人工智能赋能应急救援能力提升项目（第01包项目建设,前往官网确认,前往官网确认,采购标的：人工智能赋能的应急救援系统建设服务；主要用途：提升应急救援能力；模块/标包：第01包项目建设,https://ctbpsp.com/#/bulletinDetail?uuid=f2900e4a6d72419aadb360b2e7800365&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中国银行辽宁省分行,金融,中国银行辽宁省分行与省人社厅合作基础能力平台人工智能服务项目(互联协作系统,前往官网确认,前往官网确认,采购标的：人工智能服务（互联协作系统）；主要用途：用于中国银行辽宁省分行与省人社厅合作建设基础能力平台,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69fa605ad019fa6cf7d3a433a&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,教育,人工智能技术应用专业群建设项目（2026年度）—人工智能技术应用专业群资源库建设项目,前往官网确认,前往官网确认,采购标的：人工智能技术应用专业群资源库建设；主要用途：支撑人工智能技术应用专业群建设,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494859e5d0b9e019f936d14cc3986&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
天津轻工职业技术学院,教育,天津轻工职业技术学院人工智能赋能在线课程提升服务项目公开,前往官网确认,前往官网确认,采购标的：在线课程提升服务（人工智能赋能）；主要用途：提升学院在线课程质量,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69fa1f1ff019fa1fad44101e6&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,人工智能研发中心配套业务用房升级改造,前往官网确认,前往官网确认,采购标的：业务用房升级改造；主要用途：为人工智能研发中心提供配套业务用房的升级改造服务,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494759dbedf91019f92e01c7c0db4&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
京式旗袍,其他,京式旗袍AIGC制造平台人工智能技术开发,前往官网确认,前往官网确认,采购标的：人工智能技术开发；主要用途：开发京式旗袍AIGC制造平台,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69fa605ad019fa6e9f3714b28&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,AIcoding大模型算力采购项目,前往官网确认,前往官网确认,采购标的：算力；主要用途：用于AIcoding大模型,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494869e5d09a4019f8d01b3751f99&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数15，未达到65分明确匹配阈值,前往官网确认
大模型智能,其他,大模型智能算力平台采购公开,前往官网确认,前往官网确认,采购标的：大模型智能算力平台,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69f927eed019f937839193e6b&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数15，未达到65分明确匹配阈值,前往官网确认
湖南理工大学,教育,湖南理工大学AI大模型部署与应用项目（银校合作项目,前往官网确认,前往官网确认,采购标的：AI大模型部署与应用相关产品/服务,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494869e5d09a4019f934347d83c01&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中信建投证券,金融,中信建投证券大模型公有云服务采购项目,前往官网确认,前往官网确认,采购标的：大模型公有云服务；主要用途：用于证券业务的大模型应用,https://ctbpsp.com/#/bulletinDetail?uuid=ce1cab878778438d904f1cfb9820e37f&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：采购方仅提出“大模型公有云服务”方向，未提供具体业务功能、平台能力或场景需求，VZOOM三个产品均缺乏可核验的对应证据，无法形成有效匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent/Skill、智能问答、知识库或流程自动化等具体功能证据。（依据：采购原文仅提及“大模型公有云服务”，无相关功能描述。）；VZOOM财税大模型：采购需求未体现财税知识库、发票、核算、税务等财税场景需求证据。（依据：采购原文仅提及“证券业务的大模型应用”，无财税相关表述。）；VZOOM AI中台：采购需求未体现模型开发、部署、推理、统一治理等AI中台核心能力证据。（依据：采购原文仅提及“大模型公有云服务”，未明确平台层能力。）,业务匹配度不是允许值
贵州数科,其他,贵州数科N9226N00WO0048智能问答大模型应用软件开发项目包1询比,N9226N00WO0048,前往官网确认,采购标的：智能问答大模型应用软件开发；主要用途：用于提供智能问答服务；模块/标包：包1,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69fa7185a019fa79c557a37ed&inpvalue=&dataSource=0&tenderAgency=,高,VZOOM企业级AI智能体,匹配结论：采购项目明确为智能问答大模型应用软件开发，VZOOM企业级AI智能体具备智能问答能力，可承接；财税大模型及AI中台未见相关需求证据，不予匹配。；分产品说明：VZOOM财税大模型：采购需求未体现财税知识库、发票识别、税务会计等财税场景需求；VZOOM AI中台：采购需求未体现AI中台、模型部署、异构算力调度或统一数据治理等平台需求,VZOOM企业级AI智能体缺少可在采购原文中核验的匹配证据
烟台银行股份有限公司,金融,烟台银行股份有限公司大模型算力服务器采购,前往官网确认,前往官网确认,采购标的：大模型算力服务器；主要用途：用于烟台银行的大模型相关计算,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69f8d5892019f8e48666e233c&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数20，未达到65分明确匹配阈值,前往官网确认
纪检监察大,其他,纪检监察大模型及检索增强生成系统建设,前往官网确认,前往官网确认,采购标的：大模型及检索增强生成系统；主要用途：用于纪检监察工作,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69fa7185a019fa80bf0a40b49&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
上海交通大学医学院附属新华医院,医疗卫生,上海交通大学医学院附属新华医院基于大语言模型门诊生成式智慧病历项目,前往官网确认,前往官网确认,采购标的：门诊生成式智慧病历系统；主要用途：用于门诊病历的智慧生成，提升病历书写效率和准确性；核心需求：基于大语言模型实现门诊生成式智慧病历功能,https://ctbpsp.com/#/bulletinDetail?uuid=f429b7de21164082b1c39e12a51b2363&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,AI辅助管理办公平台集成及服务项目,前往官网确认,前往官网确认,采购标的：AI辅助管理办公平台集成及服务；主要用途：辅助管理办公,https://ctbpsp.com/#/bulletinDetail?uuid=d1e2e82a385b46d9b696b5ada169ba65&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
西安秦华燃气集团有限公司,能源/制造,西安秦华燃气集团有限公司Gas-VI燃气AI交互式虚拟服务项目公开,前往官网确认,前往官网确认,采购标的：AI交互式虚拟服务；主要用途：为燃气用户提供AI交互式虚拟服务,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494759dbedf91019fab6daa8b1d69&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,AI辅助管理办公平台集成及服务项目-公开,前往官网确认,前往官网确认,采购标的：AI辅助管理办公平台集成及服务；主要用途：用于辅助管理办公,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494759dbedf91019f93362b312759&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
云南省普洱卫生学校,教育,云南省普洱卫生学校教学关键要素一体化 AI 教学平台建设项目,前往官网确认,前往官网确认,采购标的：AI教学平台；主要用途：用于学校的教学关键要素一体化教学,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494869e5d09a4019fa2d81611469c&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
苏州吴中生物医药产业发展有限公司,其他,苏州吴中生物医药产业发展有限公司关于苏州吴中生物医药产业园六化安全生产AI探头及管理平台采购的,前往官网确认,前往官网确认,采购标的：AI探头及管理平台；主要用途：用于苏州吴中生物医药产业园的六化安全生产,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69fa1f1ff019fa203f21a0493&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
长江云,互联网/科技,长江云AIGC创作平台《无限画布功能模块》采购项目询比,前往官网确认,前往官网确认,采购标的：无限画布功能模块；主要用途：用于AIGC创作平台，实现创作内容的无限画布功能；模块/标包：无限画布功能模块,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494869e5d09a4019f88b6cc9262ef&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
京式旗袍,其他,京式旗袍AIGC制造平台色彩数据库搭建服务,前往官网确认,前往官网确认,采购标的：色彩数据库搭建服务；主要用途：用于京式旗袍AIGC制造平台,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494859e5d0b9e019fa6ec25075f1c&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中电信人工智能科技有限公司,互联网/科技,中电信人工智能科技有限公司2026年统一安全测试服务项目（标包三：多模态AIGC鉴伪检测技术能力及安全能力评测服务）第二次询比,前往官网确认,前往官网确认,采购标的：多模态AIGC鉴伪检测技术能力及安全能力评测服务；主要用途：统一安全测试；核心需求：提供多模态AIGC鉴伪检测技术能力评测服务、提供安全能力评测服务；模块/标包：标包三：多模态AIGC鉴伪检测技术能力及安全能力评测服务,https://ctbpsp.com/#/bulletinDetail?uuid=26e756dfdf854839b361ee8f7c75cab0&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
东航,其他,东航APP超级智能体建设项目,前往官网确认,前往官网确认,采购标的：东航APP超级智能体建设；主要用途：提升东航APP的智能化能力,https://ctbpsp.com/#/bulletinDetail?uuid=29b523516d0f4c70b326afee9dd216b4&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：采购原文仅包含项目名称和提升APP智能化能力的笼统目的，未提供任何可核验的具体需求（如功能、交付成果或平台能力），无法与VZOOM三个产品形成有效匹配，所有产品得分均低于65分。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent、Skill、知识库、智能问答或流程自动化等具体功能要求。；VZOOM财税大模型：采购需求未体现财税知识库、税务、会计、发票等财税相关需求。；VZOOM AI中台：采购需求未体现模型服务、推理平台、算力调度、统一数据治理等AI中台能力要求。,业务匹配度不是允许值
前往官网确认,互联网/科技,现场维修辅助软件系统（智能体,前往官网确认,前往官网确认,前往官网确认,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494759dbedf91019fa6f6c3db58ed&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：采购项目仅知为“现场维修辅助软件系统（智能体）”，无任何详细需求、功能描述或交付成果，无法建立与VZOOM三个产品核心能力的可核验对应关系，三个产品均无法匹配。；分产品说明：VZOOM企业级AI智能体：采购原文未提供任何具体业务功能、交付成果或平台能力描述，仅出现“智能体”关键词，无法核验。；VZOOM财税大模型：采购原文未体现财税场景、财税知识库、发票识别或财税辅助决策等任何相关需求。；VZOOM AI中台：采购原文未体现AI中台、模型服务、推理平台或统一AI底座等任何相关需求。,业务匹配度不是允许值
遵义师范学院,教育,遵义师范学院协同育人知识库及智能体建设,前往官网确认,前往官网确认,采购标的：协同育人知识库及智能体建设；主要用途：用于协同育人,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494869e5d09a4019fa2bd00963dd0&inpvalue=&dataSource=0&tenderAgency=,中,VZOOM企业级AI智能体,匹配结论：项目名称明确要求建设协同育人知识库及智能体，与企业级AI智能体的知识库/RAG和智能体能力形成直接功能等价匹配；采购原文未提及财税或AI中台相关需求，故其他产品无匹配证据。；分产品说明：VZOOM财税大模型：采购需求未体现财税知识库、税务、会计等财税场景需求（依据：遵义师范学院协同育人知识库及智能体建设）；VZOOM AI中台：采购原文未提供需要AI中台、模型平台或算力调度的证据（依据：遵义师范学院协同育人知识库及智能体建设）,前往官网确认
中国电信西藏分公司,互联网/科技,2026年中国电信西藏分公司无线自智与网优巡检监控智能体研发项目询比公告 2026年中国电信西藏分公司无线自智与网优巡检监控智能体研发项目询比公告 2026年中国电信西藏分公司无线自智与网优巡检监控智能体研发项目询比公告,前往官网确认,前往官网确认,采购标的：无线自智与网优巡检监控智能体研发；主要用途：用于无线网络自智化管理和网优巡检监控,https://ctbpsp.com/#/bulletinDetail?uuid=2ba4ca101dc34a729b51fd3263a3a9ab&inpvalue=&dataSource=0&tenderAgency=,中,VZOOM企业级AI智能体,匹配结论：采购标的为无线自智与网优巡检监控智能体研发，VZOOM企业级AI智能体可承接智能体构建及编排能力，核心需求对应；财税大模型和AI中台缺乏需求支撑，不构成匹配。；分产品说明：VZOOM财税大模型：采购需求未体现财税、税务、会计、发票、报销等任意财税相关需求。；VZOOM AI中台：采购需求未体现模型开发部署、推理平台、异构算力调度或统一AI服务底座等证据。（依据：无线自智与网优巡检监控智能体研发）,VZOOM企业级AI智能体缺少可在采购原文中核验的匹配证据；模型匹配度为中，但其可核验证据分数对应无
天津市规划和自然资源局信访,政府/政务,天津市规划和自然资源局信访智能问答服务项目（2026,前往官网确认,前往官网确认,采购标的：智能问答服务；主要用途：为天津市规划和自然资源局信访提供智能问答服务,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494869e5d09a4019f88e97cd86f56&inpvalue=&dataSource=0&tenderAgency=,中,VZOOM企业级AI智能体,匹配结论：采购目标为智能问答服务，企业级AI智能体具备智能问答能力可直接承接；财税大模型和AI中台缺乏对应需求证据，不予匹配。；分产品说明：VZOOM财税大模型：采购需求未体现财税知识库、税务会计等财税场景需求；VZOOM AI中台：采购需求未体现AI中台、模型平台、算力调度等需求,前往官网确认
乌鲁木齐水投集团,其他,乌鲁木齐水投集团智能客服采购项目,前往官网确认,前往官网确认,采购标的：智能客服系统；主要用途：用于乌鲁木齐水投集团的客户服务,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494859e5d0b9e019f8cf0485f0eb4&inpvalue=&dataSource=0&tenderAgency=,中,VZOOM企业级AI智能体,匹配结论：采购目标为智能客服系统，VZOOM企业级AI智能体具备智能客服所需的核心能力（智能问答、知识库），可有效承接；财税大模型和AI中台无直接需求证据。；分产品说明：VZOOM财税大模型：采购需求未体现财税相关需求，原文仅提及智能客服系统。（依据：乌鲁木齐水投集团智能客服采购项目）；VZOOM AI中台：采购需求未体现AI中台能力需求，原文仅提及智能客服系统。（依据：乌鲁木齐水投集团智能客服采购项目）,前往官网确认
中国邮政集团有限公司信阳市分公司,其他,中国邮政集团有限公司信阳市分公司智能客服软件系统服务项目,前往官网确认,前往官网确认,采购标的：智能客服软件系统服务；主要用途：用于中国邮政信阳市分公司的客户服务,https://ctbpsp.com/#/bulletinDetail?uuid=07d90414f5e64ace88bed226c113216e&inpvalue=&dataSource=0&tenderAgency=,高,VZOOM企业级AI智能体,匹配结论：采购智能客服系统，企业级AI智能体可完全承接；财税大模型和AI中台缺乏对应需求证据。；分产品说明：VZOOM财税大模型：采购需求未体现财税知识库、税务会计核算等财税场景需求（依据：采购标的是智能客服，非财税应用）；VZOOM AI中台：采购原文未提供模型平台、算力调度或统一AI服务底座等建设证据（依据：仅提及智能客服软件系统服务）,VZOOM企业级AI智能体缺少可在采购原文中核验的匹配证据
中国电信股份有限公司阜阳分公司,互联网/科技,中国电信股份有限公司阜阳分公司2026年颍泉区医疗保障局医保智能客服项目,前往官网确认,前往官网确认,采购标的：医保智能客服系统或服务；主要用途：为颍泉区医疗保障局提供智能客服服务,https://ctbpsp.com/#/bulletinDetail?uuid=20ac92956dee46f483360a6ff8cf8021&inpvalue=&dataSource=0&tenderAgency=,中,VZOOM企业级AI智能体,匹配结论：采购医保智能客服系统，明确需要智能客服服务能力，VZOOM企业级AI智能体可基于Agent和Skill引擎构建AI助手直接承接，匹配度中等；财税大模型和AI中台无对应需求证据，不匹配。；分产品说明：VZOOM财税大模型：采购需求未体现财税相关业务或知识库要求；VZOOM AI中台：采购需求未体现AI中台、模型服务或平台底座建设,前往官网确认
中国联通江西省景德镇市分公司,其他,2026年中国联通江西省景德镇市分公司某客户AI智能体开发项目询比,前往官网确认,前往官网确认,采购AI智能体开发服务；用途未说明；核心需求未说明；无模块/标包,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69f916c40019f91fc69d22bb5&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：采购公告仅含项目名称“AI智能体开发”，无详细需求描述，无法核验与任何VZOOM产品的具体能力对应，所有产品均得分为0-10分，不予匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent/Skill、知识库、智能问答、流程自动化等具体能力要求；VZOOM财税大模型：采购需求未体现财税知识库、发票识别、税务等任何财税场景需求；VZOOM AI中台：采购需求未体现AI中台、模型开发部署、算力调度或统一平台建设需求,业务匹配度不是允许值
江西诚信伟业招标咨询有限公司,其他,江西诚信伟业招标咨询有限公司关于地质知识图谱构建系统专项技术代码编写服务项目（项目编号：1493-266004341110）竞争性磋商,1493-266004341110,前往官网确认,采购标的：地质知识图谱构建系统专项技术代码编写服务；主要用途：用于构建地质知识图谱系统,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69f8c45e3019f8d1cc4b04674&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
